2025-04-16 14:10:46,213: m
2025-04-16 14:10:46,667: y
2025-04-16 14:10:46,917: Key.space
2025-04-16 14:10:47,291: n
2025-04-16 14:10:47,619: a
2025-04-16 14:10:47,901: m
2025-04-16 14:10:48,104: e
2025-04-16 14:10:48,338: Key.space
2025-04-16 14:10:49,010: i
2025-04-16 14:10:49,213: s
2025-04-16 14:10:49,400: Key.space
2025-04-16 14:10:49,869: o
2025-04-16 14:10:50,072: p
2025-04-16 14:10:50,322: a
2025-04-16 14:10:50,634: r
2025-04-16 14:10:50,994: a
2025-04-16 14:10:51,415: Key.space
2025-04-16 14:10:52,166: e
2025-04-16 14:10:52,509: m
2025-04-16 14:10:52,634: m
2025-04-16 14:10:52,822: a
2025-04-16 14:10:53,025: n
2025-04-16 14:10:53,540: u
2025-04-16 14:10:53,777: e
2025-04-16 14:10:54,090: l
2025-04-16 14:10:54,871: Key.space
2025-04-16 14:10:55,246: u
2025-04-16 14:10:55,746: g
2025-04-16 14:10:56,027: o
2025-04-16 14:10:56,308: c
2025-04-16 14:10:56,620: h
2025-04-16 14:10:56,855: u
2025-04-16 14:10:57,136: k
2025-04-16 14:10:57,401: w
2025-04-16 14:10:57,776: u
2025-04-16 14:11:00,088: Key.enter
2025-04-16 14:11:03,306: Key.ctrl_l
2025-04-16 14:11:03,650: Key.ctrl_l
2025-04-16 14:11:03,853: 
2025-04-16 14:11:19,725: Key.down
2025-04-16 14:11:43,435: d
2025-04-16 14:11:43,934: o
2025-04-16 14:11:44,231: n
2025-04-16 14:11:44,498: e
2025-04-16 14:11:44,718: Key.space
2025-04-16 14:11:45,322: Key.enter
2025-04-16 14:11:53,531: Key.up
2025-04-16 14:11:54,443: Key.up
2025-04-16 14:11:54,975: Key.up
2025-04-16 14:11:55,008: Key.up
2025-04-16 14:11:55,043: Key.up
2025-04-16 14:11:55,074: Key.up
2025-04-16 14:11:55,109: Key.up
2025-04-16 14:11:55,142: Key.up
2025-04-16 14:11:55,177: Key.up
2025-04-16 14:11:55,209: Key.up
2025-04-16 14:11:55,243: Key.up
2025-04-16 14:11:55,276: Key.up
2025-04-16 14:11:55,310: Key.up
2025-04-16 14:11:55,343: Key.up
2025-04-16 14:11:55,376: Key.up
2025-04-16 14:11:55,410: Key.up
2025-04-16 14:11:55,443: Key.up
2025-04-16 14:11:55,476: Key.up
2025-04-16 14:11:55,510: Key.up
2025-04-16 14:11:55,543: Key.up
2025-04-16 14:11:55,576: Key.up
2025-04-16 14:11:55,610: Key.up
2025-04-16 14:11:55,643: Key.up
2025-04-16 14:11:55,676: Key.up
2025-04-16 14:11:55,710: Key.up
2025-04-16 14:11:55,743: Key.up
2025-04-16 14:11:55,776: Key.up
2025-04-16 14:11:55,810: Key.up
2025-04-16 14:11:55,843: Key.up
2025-04-16 14:11:55,876: Key.up
2025-04-16 14:11:55,910: Key.up
2025-04-16 14:11:55,943: Key.up
2025-04-16 14:11:55,976: Key.up
2025-04-16 14:11:56,009: Key.up
2025-04-16 14:11:56,043: Key.up
2025-04-16 14:11:56,076: Key.up
2025-04-16 14:11:56,109: Key.up
2025-04-16 14:11:56,142: Key.up
2025-04-16 14:11:56,176: Key.up
2025-04-16 14:11:56,209: Key.up
2025-04-16 14:11:56,243: Key.up
2025-04-16 14:11:56,276: Key.up
2025-04-16 14:11:56,309: Key.up
2025-04-16 14:11:56,343: Key.up
2025-04-16 14:11:56,376: Key.up
2025-04-16 14:11:56,409: Key.up
2025-04-16 14:11:56,443: Key.up
2025-04-16 14:11:56,476: Key.up
2025-04-16 14:11:56,509: Key.up
2025-04-16 14:11:56,543: Key.up
2025-04-16 14:11:56,576: Key.up
2025-04-16 14:11:56,609: Key.up
2025-04-16 14:11:56,657: Key.up
2025-04-16 14:11:56,676: Key.up
2025-04-16 14:11:56,724: Key.up
2025-04-16 14:11:56,743: Key.up
2025-04-16 14:11:56,792: Key.up
2025-04-16 14:11:56,824: Key.up
2025-04-16 14:11:56,843: Key.up
2025-04-16 14:11:56,891: Key.up
2025-04-16 14:11:56,925: Key.up
2025-04-16 14:11:56,959: Key.up
2025-04-16 14:11:56,992: Key.up
2025-04-16 14:11:57,026: Key.up
2025-04-16 14:11:57,059: Key.up
2025-04-16 14:11:57,093: Key.up
2025-04-16 14:11:57,126: Key.up
2025-04-16 14:11:57,161: Key.up
2025-04-16 14:11:57,192: Key.up
2025-04-16 14:11:57,225: Key.up
2025-04-16 14:11:57,259: Key.up
2025-04-16 14:11:57,292: Key.up
2025-04-16 14:11:57,326: Key.up
2025-04-16 14:11:57,359: Key.up
2025-04-16 14:11:57,392: Key.up
2025-04-16 14:11:57,426: Key.up
2025-04-16 14:11:57,459: Key.up
2025-04-16 14:11:57,492: Key.up
2025-04-16 14:11:57,526: Key.up
2025-04-16 14:11:57,559: Key.up
2025-04-16 14:11:57,592: Key.up
2025-04-16 14:11:57,626: Key.up
2025-04-16 14:11:57,659: Key.up
2025-04-16 14:11:57,693: Key.up
2025-04-16 14:11:57,726: Key.up
2025-04-16 14:11:57,759: Key.up
2025-04-16 14:11:57,792: Key.up
2025-04-16 14:11:57,827: Key.up
2025-04-16 14:11:57,859: Key.up
2025-04-16 14:11:57,892: Key.up
2025-04-16 14:11:57,926: Key.up
2025-04-16 14:11:57,959: Key.up
2025-04-16 14:11:57,992: Key.up
2025-04-16 14:11:58,026: Key.up
2025-04-16 14:11:58,059: Key.up
2025-04-16 14:11:58,103: Key.up
2025-04-16 14:11:58,126: Key.up
2025-04-16 14:11:58,159: Key.up
2025-04-16 14:11:58,192: Key.up
2025-04-16 14:11:58,226: Key.up
2025-04-16 14:11:58,259: Key.up
2025-04-16 14:11:58,294: Key.up
2025-04-16 14:11:58,326: Key.up
2025-04-16 14:11:58,359: Key.up
2025-04-16 14:11:58,408: Key.up
2025-04-16 14:11:58,426: Key.up
2025-04-16 14:11:58,473: Key.up
2025-04-16 14:11:58,504: Key.up
2025-04-16 14:11:58,526: Key.up
2025-04-16 14:11:58,559: Key.up
2025-04-16 14:11:58,592: Key.up
2025-04-16 14:11:58,641: Key.up
2025-04-16 14:11:58,674: Key.up
2025-04-16 14:11:58,709: Key.up
2025-04-16 14:11:58,741: Key.up
2025-04-16 14:11:58,775: Key.up
2025-04-16 14:11:58,808: Key.up
2025-04-16 14:11:58,841: Key.up
2025-04-16 14:11:58,875: Key.up
2025-04-16 14:11:58,909: Key.up
2025-04-16 14:11:58,942: Key.up
2025-04-16 14:11:58,976: Key.up
2025-04-16 14:11:59,009: Key.up
2025-04-16 14:11:59,042: Key.up
2025-04-16 14:11:59,076: Key.up
2025-04-16 14:11:59,109: Key.up
2025-04-16 14:11:59,142: Key.up
2025-04-16 14:11:59,175: Key.up
2025-04-16 14:11:59,209: Key.up
2025-04-16 14:11:59,242: Key.up
2025-04-16 14:11:59,275: Key.up
2025-04-16 14:11:59,309: Key.up
2025-04-16 14:11:59,342: Key.up
2025-04-16 14:11:59,375: Key.up
2025-04-16 14:11:59,409: Key.up
2025-04-16 14:11:59,442: Key.up
2025-04-16 14:11:59,475: Key.up
2025-04-16 14:11:59,509: Key.up
2025-04-16 14:11:59,542: Key.up
2025-04-16 14:11:59,575: Key.up
2025-04-16 14:11:59,609: Key.up
2025-04-16 14:11:59,642: Key.up
2025-04-16 14:11:59,675: Key.up
2025-04-16 14:11:59,709: Key.up
2025-04-16 14:11:59,742: Key.up
2025-04-16 14:11:59,776: Key.up
2025-04-16 14:11:59,809: Key.up
2025-04-16 14:11:59,842: Key.up
2025-04-16 14:11:59,875: Key.up
2025-04-16 14:11:59,909: Key.up
2025-04-16 14:11:59,942: Key.up
2025-04-16 14:11:59,975: Key.up
2025-04-16 14:12:00,008: Key.up
2025-04-16 14:12:00,042: Key.up
2025-04-16 14:12:00,075: Key.up
2025-04-16 14:12:00,109: Key.up
2025-04-16 14:12:00,142: Key.up
2025-04-16 14:12:00,175: Key.up
2025-04-16 14:12:00,208: Key.up
2025-04-16 14:12:00,242: Key.up
2025-04-16 14:12:00,554: Key.up
2025-04-16 14:12:01,075: Key.up
2025-04-16 14:12:01,110: Key.up
2025-04-16 14:12:01,141: Key.up
2025-04-16 14:12:01,175: Key.up
2025-04-16 14:12:01,208: Key.up
2025-04-16 14:12:01,242: Key.up
2025-04-16 14:12:01,538: Key.up
2025-04-16 14:12:02,057: Key.up
2025-04-16 14:12:02,092: Key.up
2025-04-16 14:12:02,127: Key.up
2025-04-16 14:12:02,160: Key.up
2025-04-16 14:12:02,193: Key.up
